,1Engineering Workshop,1Engineering Chemistry Lab,1English Language and Communication Skills Lab,1Basic Electrical Engineering Lab,1Mathematics - 1,1Chemistry,1Basic Electrical Engineering,1English,1Applied Physics Lab,1Programming for Problem Solving Lab,1Mathematics - 2,1Applied Physics,1Programming for Problem Solving,1Engineering Graphics,2Data Structures Lab,2Python Programming Lab,2Business Economics and Financial Analysis,2Computer Organization and Architecture,2Data Structures,2Python Programming,2Discrete Mathematics,2Mathematical and Statistical Foundations,2Database management Systems Lab,2Java Programming Lab,2Operating Systems Lab,2Database Management Systems,2Operating Systems,2Object Oriented Programming Using Java,2Formal Language and Automata Theory,2Software Engineering,3Advanced Communication Skills Lab,3Computer Networks Lab,3Data Mining Lab,3Introduction to Data Science,3Devops,3Design and Analysis of Algorithms,3Data Mining,3Computer networks,3Computer Graphics,3Machine Learning Lab,3Big Data Analytics Lab,3Cryptography and Network security Lab,3Cryptography and Network Security,3Big Data Analytics,3Industrial Management,3Machine Learning,3Compiler Design,CGPA
1587,8,10,6,7,7,7,7,7,6,5,8,10,5,6,6,9,10,6,5,7,10,6,5,10,10,6,10,7,6,8,9,6,6,6,5,10,8,10,7,8,7,5,7,6,7,6,10,7.2125
1588,8,10,10,9,10,5,5,9,5,6,9,8,6,5,10,6,6,7,7,8,5,10,10,6,9,7,10,8,7,6,9,7,5,7,10,8,5,10,5,6,7,10,7,5,9,8,9,7.403125
1589,8,5,9,10,9,9,5,6,6,6,9,9,7,8,7,10,6,10,9,6,5,6,10,5,9,7,6,6,9,8,5,7,9,10,9,5,7,10,9,7,7,8,7,7,6,8,9,7.640625
1590,10,9,5,6,8,9,8,9,9,5,6,6,10,8,5,6,10,10,6,8,6,9,6,9,6,10,9,10,5,5,9,6,10,9,10,6,7,7,9,5,5,5,7,5,5,6,6,7.50625
1591,10,7,8,6,6,8,6,10,6,5,5,6,10,5,8,5,7,6,7,7,8,9,10,6,7,7,6,9,5,5,7,5,8,7,6,8,6,8,6,6,8,5,9,10,8,9,6,7.178125
1592,8,9,9,6,9,7,10,9,7,7,8,9,8,9,10,10,8,6,7,9,8,7,8,7,9,6,6,9,8,8,6,8,6,6,10,6,8,10,8,7,5,9,7,7,9,6,9,7.59375
1593,8,6,8,7,10,10,10,8,10,8,5,6,5,6,9,5,10,8,7,10,5,9,8,10,6,7,7,6,10,9,5,9,10,10,6,9,8,10,9,8,7,7,9,7,6,8,10,7.94375
1594,6,7,8,8,7,10,8,10,5,8,8,5,5,9,10,9,10,9,10,8,5,10,8,8,6,5,6,7,7,10,6,9,5,5,8,5,5,9,5,10,10,6,9,6,8,7,9,7.590625
1595,7,8,5,6,10,9,9,8,9,8,9,10,5,8,8,5,5,7,5,5,5,9,9,7,8,6,7,5,8,9,7,8,7,5,8,10,7,5,10,6,10,6,8,5,9,8,5,7.428125
1596,7,9,5,9,5,9,7,6,6,9,7,9,8,9,6,5,5,5,9,8,9,5,10,7,8,9,10,7,6,10,9,6,5,8,10,10,10,6,6,5,10,6,8,8,9,9,6,7.61875
1597,6,7,8,10,8,6,5,9,8,8,5,10,10,8,7,9,7,8,6,5,7,7,7,10,7,10,6,7,9,7,9,10,9,10,8,10,6,9,8,10,10,6,7,5,10,8,9,7.65625
1598,9,8,5,6,9,6,5,7,6,5,5,8,10,5,10,7,8,10,10,7,8,6,10,6,10,9,8,7,5,8,7,7,10,9,5,7,9,7,7,9,7,7,7,7,10,5,10,7.575
1599,10,8,9,9,7,7,8,6,7,9,9,10,9,6,7,8,10,8,6,5,5,7,8,9,5,8,8,5,6,9,5,5,5,8,5,9,8,8,9,9,9,6,10,5,5,8,5,7.55625
1600,9,7,9,6,9,6,8,10,6,8,6,5,6,9,10,9,10,7,5,10,10,6,10,5,5,6,9,10,9,9,9,10,10,7,6,7,6,6,7,9,5,8,8,9,8,8,5,7.68125
1601,9,9,5,9,8,8,6,8,7,5,6,7,9,6,6,5,10,5,9,9,6,5,6,8,9,8,8,8,5,10,7,6,7,10,5,9,10,8,10,10,6,9,5,9,10,7,5,7.409375
1602,8,5,5,6,5,8,8,9,8,5,7,10,5,10,6,5,7,7,8,6,10,7,9,6,9,5,9,7,10,10,8,8,9,10,9,5,7,8,8,8,8,10,5,10,10,7,7,7.54375
1603,10,7,10,6,5,9,6,5,5,5,8,9,5,5,9,5,9,9,10,5,5,7,7,7,7,8,8,5,7,6,6,8,7,6,6,8,6,6,7,6,7,6,10,10,8,7,7,7.390625
1604,7,7,5,6,10,5,7,7,5,7,6,9,5,9,6,6,7,6,8,5,9,7,8,8,6,10,7,9,6,5,9,10,8,5,8,6,9,9,8,8,9,8,5,7,9,7,9,7.515625
1605,9,7,6,7,8,7,9,8,5,9,9,7,7,6,9,5,8,7,7,7,6,9,6,5,5,5,10,10,10,7,7,7,10,7,9,6,5,5,7,8,5,6,6,6,8,8,6,7.259375
1606,9,7,7,5,9,5,7,7,5,7,7,5,6,6,7,5,5,9,9,5,5,6,10,10,6,7,6,5,7,5,8,5,6,7,8,6,7,5,10,9,8,7,8,7,10,5,10,6.98125
1607,6,9,9,9,6,7,9,9,9,5,6,5,5,9,7,6,7,9,9,8,9,7,8,9,8,5,7,8,7,10,9,5,10,10,7,8,9,9,6,8,10,6,8,9,5,10,8,7.578125
1608,6,7,6,10,6,5,10,8,9,9,8,10,8,5,9,9,9,9,7,5,9,7,6,6,10,8,8,7,6,8,9,6,6,8,7,10,8,7,5,10,8,7,9,5,5,10,9,7.740625
1609,10,7,10,8,6,9,5,7,10,10,5,5,8,9,8,10,8,6,10,10,5,9,6,8,5,5,7,5,9,8,9,8,10,8,5,6,9,8,7,8,10,10,9,8,6,8,10,7.275
1610,10,7,9,9,10,6,6,6,9,7,7,7,5,7,9,8,10,9,10,8,9,9,7,5,6,8,9,5,5,10,10,5,7,8,5,6,6,10,6,7,5,6,5,5,9,5,7,7.246875
1611,9,10,10,6,9,6,10,5,7,10,7,8,7,10,6,7,5,6,9,6,7,6,5,6,5,5,9,9,6,10,10,7,7,7,8,8,9,5,8,6,9,7,5,6,10,8,5,7.29375
1612,10,6,6,5,5,6,8,8,10,5,7,8,5,7,8,8,10,8,7,9,6,8,6,10,10,10,8,7,7,6,6,10,5,5,6,6,10,5,5,7,10,10,8,9,7,8,9,7.440625
1613,9,6,6,5,8,8,10,9,5,7,8,10,8,5,7,9,10,8,10,5,7,8,10,10,6,10,9,9,5,8,6,6,7,8,7,6,7,10,6,9,7,10,7,7,8,7,9,7.78125
1614,8,6,6,8,5,5,7,6,10,10,8,10,8,8,7,6,5,9,7,7,9,9,9,8,9,5,9,10,10,7,8,5,9,9,8,7,5,7,5,6,8,9,10,10,9,10,10,7.596875
1615,5,10,7,6,7,9,8,7,5,7,10,10,6,10,9,9,7,9,5,5,6,10,6,5,6,6,6,8,9,9,8,6,5,7,6,9,9,8,7,6,5,10,6,9,10,7,5,7.546875
1616,9,5,8,6,9,10,10,5,7,10,10,7,9,7,7,5,5,10,9,7,9,10,9,5,7,5,8,9,10,7,7,5,5,9,10,9,10,10,7,5,9,6,9,8,7,7,6,7.815625
1617,5,8,8,9,8,7,7,5,8,5,6,9,10,7,9,9,9,9,10,5,9,9,8,6,6,6,8,10,6,6,8,6,8,8,8,8,8,7,6,8,10,7,5,10,7,6,7,7.5375
1618,6,5,8,5,7,5,5,7,5,6,5,8,8,5,8,8,8,6,7,10,10,7,5,9,9,7,9,10,7,6,6,5,10,8,8,9,10,10,9,5,5,10,6,5,10,8,8,7.296875
1619,9,8,7,9,6,6,10,7,7,7,8,7,5,6,9,9,8,10,6,9,7,6,7,5,6,9,6,10,8,7,5,10,10,10,6,10,7,7,5,7,8,10,7,9,8,8,6,7.246875
1620,9,9,6,7,8,8,9,5,6,10,10,6,6,7,9,10,8,9,6,10,9,8,9,7,6,5,8,10,8,5,6,8,10,7,9,5,6,5,7,6,5,8,9,10,5,8,10,7.521875
1621,8,9,10,5,5,6,6,6,5,5,6,6,8,9,9,6,6,10,10,6,10,7,7,10,9,9,7,8,6,6,9,10,9,7,5,7,8,5,5,10,7,7,5,7,6,10,9,7.1625
1622,8,7,9,5,7,8,8,8,7,10,6,6,5,7,7,10,5,7,9,10,7,9,6,6,8,5,7,8,5,10,10,8,7,5,9,5,5,8,6,9,6,5,10,10,10,6,9,7.334375
1623,8,5,9,6,9,10,8,8,7,5,8,7,5,5,6,10,10,10,8,5,5,7,9,10,9,8,10,9,9,10,9,9,9,9,7,8,10,8,6,6,5,6,8,10,6,7,10,7.7625
1624,8,9,6,9,6,8,7,8,10,6,9,10,5,8,9,5,10,5,7,5,5,9,8,10,5,9,8,5,6,9,5,10,8,5,6,9,10,5,7,5,5,8,6,7,9,10,5,7.3375
1625,7,6,7,8,8,9,7,7,8,10,8,8,10,5,8,7,6,9,7,6,9,5,5,10,10,5,10,5,9,10,5,8,9,6,9,7,7,10,6,5,5,9,8,8,6,5,6,7.56875
1626,8,6,7,8,9,8,8,8,8,6,10,9,8,10,5,5,8,9,7,6,7,8,10,10,8,8,5,7,10,7,8,10,9,10,10,6,8,5,7,8,10,7,6,9,7,8,10,8.028125
1627,9,5,5,7,6,10,9,8,8,7,9,8,7,9,7,9,7,7,6,5,6,9,7,6,6,7,6,5,6,6,10,8,10,6,7,9,9,7,9,5,9,6,10,6,9,6,5,7.51875
1628,5,5,6,8,9,6,8,5,7,6,9,5,7,7,9,5,6,10,10,5,9,7,8,8,10,10,7,8,7,8,5,9,9,8,9,9,5,7,7,7,6,7,9,8,9,5,6,7.4875
1629,5,6,10,6,7,9,10,8,9,7,9,6,9,9,5,10,7,10,7,9,9,9,8,10,5,6,8,9,7,5,5,6,5,7,9,10,6,5,9,9,8,10,10,9,8,10,6,7.796875
1630,9,10,9,7,7,6,6,8,6,8,7,9,8,8,5,6,9,9,5,10,10,9,7,8,10,10,7,9,7,6,5,7,5,8,7,9,9,8,10,6,8,9,10,8,8,10,6,7.565625
1631,6,8,9,9,5,9,8,10,9,8,10,9,5,9,7,10,9,6,9,9,10,6,7,6,7,5,5,10,6,8,6,7,6,10,5,6,6,8,9,9,6,9,5,8,8,6,10,7.40625
1632,9,9,5,10,7,9,5,9,9,8,5,8,8,9,9,9,7,9,8,5,8,8,7,8,5,10,8,6,9,8,6,9,6,7,8,9,9,6,8,7,5,8,9,8,8,6,10,7.78125
1633,9,10,7,9,9,9,9,9,7,10,8,8,10,8,9,7,9,7,8,7,8,9,7,6,8,10,5,5,9,9,6,10,6,9,8,5,9,5,6,8,10,10,9,5,7,10,6,7.928125
1634,7,5,8,10,6,9,9,5,7,9,10,7,8,9,8,5,6,8,7,6,10,9,8,9,5,6,5,6,7,8,7,9,7,8,9,9,8,10,7,6,8,6,9,9,6,8,8,7.4875
1635,10,10,6,9,8,7,7,10,7,9,5,9,6,6,8,5,7,5,6,7,7,10,7,9,9,6,5,9,10,8,9,10,8,7,9,6,7,6,8,6,9,10,5,5,9,8,9,7.625
1636,6,7,8,6,6,5,8,8,10,5,7,9,10,6,7,10,10,8,10,5,10,10,7,6,10,6,8,6,10,7,7,5,9,7,10,8,5,7,5,7,7,8,8,9,8,9,9,7.71875
1637,9,5,7,8,7,9,7,10,6,6,6,8,8,7,9,9,10,5,5,7,7,8,9,8,6,7,8,7,8,8,6,8,10,6,9,7,7,10,5,10,7,7,10,10,8,6,10,7.76875
1638,10,5,5,6,8,10,8,7,7,5,9,9,10,6,8,9,5,9,10,5,5,7,8,5,10,10,9,6,10,10,6,9,7,8,10,9,7,5,10,5,6,6,6,9,9,7,10,8.103125
1639,10,5,5,7,10,6,10,9,7,7,6,5,8,6,10,8,10,6,5,9,6,6,6,7,6,5,5,7,6,9,7,8,5,5,10,10,9,6,10,9,10,6,10,7,5,8,6,7.459375
1640,9,7,6,8,9,7,10,8,8,10,6,9,10,9,8,8,10,5,7,9,9,5,10,9,10,10,5,5,8,6,7,8,9,9,9,5,5,10,9,9,7,8,6,7,7,8,5,7.540625
1641,7,6,7,10,5,5,7,6,6,9,10,8,8,8,10,6,6,5,7,6,8,7,9,7,6,10,8,7,8,9,5,8,10,8,7,8,8,9,8,10,10,6,6,8,6,6,9,7.321875
1642,7,10,7,6,5,6,5,5,10,6,8,10,7,10,8,10,10,10,9,9,5,10,6,9,9,7,8,7,5,9,6,6,5,7,6,8,9,7,6,9,7,6,8,8,6,5,9,7.271875
1643,9,7,9,10,10,10,9,9,6,10,6,5,9,10,8,7,5,9,9,9,8,9,5,6,5,6,10,6,5,10,7,9,6,5,6,7,10,6,6,6,9,5,6,6,5,8,9,7.534375
1644,9,6,5,5,10,8,7,7,7,8,6,6,10,10,9,10,6,9,7,8,5,9,9,5,9,8,10,6,8,7,8,8,6,7,6,9,6,6,8,9,8,6,10,5,6,6,9,7.65625
1645,5,7,9,7,9,10,10,7,8,9,10,6,10,8,6,5,10,6,10,7,5,10,5,10,9,10,10,9,5,10,10,9,6,5,5,9,6,6,6,6,7,10,7,9,5,7,10,8.09375
1646,8,10,7,6,6,7,7,8,5,6,5,10,6,9,9,6,10,10,8,7,10,7,9,6,10,10,8,7,8,7,5,8,6,10,6,9,7,7,5,10,7,5,5,8,5,6,6,7.4
1647,5,10,9,6,8,10,5,10,8,7,7,10,6,6,8,7,7,7,10,9,9,10,5,10,5,7,7,7,5,5,9,10,7,6,6,7,8,6,5,7,7,6,8,9,6,9,6,7.35
1648,5,7,9,8,6,7,5,7,8,5,8,6,7,7,7,9,10,9,8,8,8,9,8,8,9,10,5,9,6,7,5,10,7,7,5,9,10,6,5,5,7,10,7,7,9,9,9,7.346875
1649,6,6,7,8,6,10,10,7,8,10,7,7,10,9,6,6,8,6,7,9,10,7,10,5,8,6,6,5,8,5,10,10,10,9,6,9,5,7,9,7,7,5,8,8,8,9,9,7.45
1650,9,5,6,6,9,10,9,6,10,9,10,8,7,10,9,10,10,5,5,7,10,10,10,7,10,9,5,10,6,5,8,6,8,6,7,7,5,6,9,10,7,6,10,5,8,5,10,7.909375
1651,9,10,5,8,10,5,10,9,9,10,6,8,6,8,8,5,6,9,5,9,9,7,8,8,10,10,8,8,10,9,8,10,7,6,5,10,8,8,7,5,6,10,7,9,7,6,5,7.578125
1652,10,10,6,8,5,10,9,6,7,9,9,8,6,8,7,7,8,10,6,5,5,6,8,6,6,10,7,9,7,7,5,6,10,5,6,8,7,8,5,6,7,5,5,5,9,6,7,7.465625
1653,8,7,7,10,8,8,6,8,8,6,6,10,5,7,6,6,6,10,7,6,9,10,9,8,7,6,9,9,9,6,6,10,10,7,6,7,5,5,9,5,6,6,8,10,6,5,8,7.35625
1654,5,5,7,5,10,9,7,9,8,5,7,5,7,9,9,9,6,7,8,6,6,7,6,10,6,7,7,7,6,8,5,8,10,8,10,7,10,9,6,6,8,10,9,6,7,8,9,7.434375
1655,6,5,7,6,10,9,6,8,7,7,6,5,10,5,8,8,7,10,6,9,5,10,5,5,8,9,5,8,10,10,9,10,7,8,5,6,5,5,7,9,10,9,8,7,8,10,9,7.6
1656,6,10,10,8,10,8,6,5,9,9,6,5,9,6,10,8,5,5,10,8,10,9,6,7,5,10,8,5,7,5,7,9,9,10,7,5,5,6,8,5,10,8,6,6,9,5,7,7.15625
1657,6,5,7,8,10,5,5,10,8,5,9,5,10,8,9,5,8,8,7,7,6,10,8,7,10,8,7,5,9,7,9,5,10,5,5,8,8,5,6,9,10,9,10,7,6,6,10,7.56875
1658,8,7,8,9,5,10,6,7,7,9,9,5,7,10,10,9,8,9,6,10,7,5,8,10,9,9,6,7,5,6,5,8,8,6,8,8,8,6,6,7,7,10,10,9,5,8,10,7.528125
1659,7,9,6,8,6,9,9,8,8,10,7,5,8,6,5,8,6,10,8,8,8,5,5,9,6,7,6,9,7,9,6,5,5,9,8,6,10,6,10,6,6,8,5,7,5,9,5,7.15625
1660,7,5,7,9,8,9,6,6,7,7,8,9,10,7,5,9,9,10,10,9,7,10,7,8,5,8,10,6,10,6,6,7,8,5,8,9,6,5,5,9,8,10,9,9,10,8,8,7.75
1661,10,7,7,5,9,5,6,8,6,8,6,6,6,5,8,9,10,5,7,9,6,9,5,10,7,10,10,6,6,9,8,8,8,7,7,10,10,10,7,5,8,10,9,5,8,10,6,7.359375
1662,10,9,6,8,10,5,10,10,7,6,9,6,6,9,5,8,10,6,5,10,6,7,9,7,7,10,10,10,10,6,7,8,8,6,5,6,5,5,7,10,5,5,7,8,7,6,7,7.45
1663,5,7,9,6,8,6,6,8,9,5,10,5,6,6,9,7,6,9,5,10,5,8,5,6,6,6,5,8,10,7,6,8,9,8,7,8,5,7,6,6,10,7,6,10,6,7,9,7.18125
1664,7,5,6,9,10,5,6,5,9,9,7,9,5,6,8,6,5,9,8,7,9,8,7,5,8,7,9,7,6,7,5,8,5,7,5,9,8,8,10,8,7,10,10,5,8,8,7,7.109375
1665,10,8,8,10,9,8,5,5,9,10,6,6,9,10,10,8,10,10,5,6,8,7,5,10,9,9,9,8,7,7,5,6,6,9,10,9,5,8,7,5,5,5,7,9,7,5,8,7.315625
1666,5,6,10,8,7,8,9,5,7,8,5,7,6,6,6,5,7,10,10,10,10,6,8,9,7,10,9,10,5,8,8,9,10,5,8,7,6,10,5,8,9,10,10,5,7,7,5,7.525
1667,9,10,9,5,10,8,10,9,7,6,10,7,10,5,6,6,8,5,9,6,9,9,6,5,6,9,7,6,6,8,6,9,7,8,6,7,5,9,5,9,8,8,9,5,10,5,9,7.634375
1668,7,9,10,5,9,5,8,10,8,8,10,9,10,5,8,7,10,6,9,9,8,6,8,10,10,8,6,10,9,10,9,7,7,9,10,9,7,10,10,5,8,10,5,5,5,8,9,7.80625
1669,5,10,8,8,8,9,8,6,8,8,9,6,10,10,8,8,8,8,9,7,8,5,5,5,7,7,9,5,10,9,10,9,6,9,7,9,8,8,5,7,6,9,10,8,10,6,8,7.659375
1670,7,9,9,10,10,6,6,8,6,8,5,9,8,6,5,7,10,5,6,8,5,5,10,10,7,9,10,7,10,7,10,5,5,7,8,7,5,9,9,10,7,7,8,10,7,9,8,7.56875
1671,6,10,5,9,7,5,9,5,7,10,6,5,10,9,9,8,6,6,6,7,8,6,5,7,7,9,5,8,6,8,10,6,6,7,8,10,5,8,7,9,7,9,7,7,5,8,5,7.15625
1672,10,7,6,10,6,7,8,6,7,8,7,9,5,7,9,6,10,5,7,7,5,6,5,10,8,10,5,8,9,10,5,8,6,7,5,6,8,10,5,7,8,5,9,5,10,7,10,7.446875
1673,6,10,8,9,5,10,7,6,9,10,6,8,8,5,8,6,9,9,8,10,5,9,8,7,5,6,6,8,7,10,7,7,7,7,8,9,6,5,6,7,9,8,9,9,6,8,8,7.2
1674,10,5,6,7,9,8,5,7,7,10,9,7,6,6,8,9,5,5,7,7,10,8,8,7,10,6,9,5,7,7,6,10,9,7,5,10,7,8,8,7,5,9,7,8,6,8,10,7.5125
1675,10,5,7,5,7,5,9,6,5,5,8,6,10,8,6,8,9,10,10,8,5,6,7,10,9,10,6,7,6,8,8,5,10,9,9,6,9,9,10,8,8,7,8,10,6,5,10,7.68125
1676,6,9,9,6,6,9,7,10,5,6,10,8,9,9,10,5,5,8,10,9,5,7,8,6,10,7,5,10,6,7,6,9,9,7,9,5,8,10,8,9,5,9,8,6,7,7,7,7.659375
1677,8,6,8,8,8,8,8,5,10,7,10,8,7,6,10,9,6,10,5,9,8,6,5,7,9,8,7,6,5,8,8,10,9,7,9,9,10,6,9,9,5,5,6,10,8,10,5,7.671875
1678,5,6,8,10,8,8,10,7,10,10,10,8,10,10,9,7,5,9,10,10,9,9,8,8,9,5,9,7,10,7,6,8,6,7,9,10,6,5,9,7,10,10,7,5,5,9,10,7.915625
1679,8,10,7,5,10,9,8,6,6,10,8,6,9,8,10,6,5,9,8,7,5,5,6,7,7,9,8,5,6,9,8,9,7,9,7,10,5,5,8,5,10,8,6,5,8,10,8,7.6375
1680,5,7,10,10,6,8,5,10,7,8,9,10,6,5,6,6,8,9,7,8,8,5,9,10,6,7,5,10,9,7,5,7,9,5,5,8,10,9,6,7,9,5,9,5,5,8,7,7.4625
1681,7,10,7,5,6,6,9,7,5,5,10,9,6,10,6,7,7,7,5,9,10,10,6,6,7,5,8,6,8,10,8,9,8,6,9,6,6,10,6,5,8,6,5,8,10,8,7,7.434375
1682,7,5,6,8,10,6,9,7,7,10,7,5,6,10,6,5,6,6,8,5,7,8,6,6,10,7,8,10,6,5,8,7,10,7,10,6,9,9,8,10,7,7,9,6,5,6,7,7.39375
1683,9,10,10,8,10,8,9,6,7,6,10,8,9,8,9,5,5,10,10,8,9,6,7,10,10,10,6,5,6,9,6,7,6,9,7,7,9,6,6,6,9,10,8,5,7,5,6,7.640625
1684,7,10,8,10,10,6,9,10,10,6,8,6,8,7,8,8,9,5,5,5,8,10,7,7,6,7,7,6,6,8,9,10,9,10,9,9,6,9,5,7,10,7,7,6,8,9,9,7.69375
1685,6,6,5,5,6,7,9,5,9,7,5,6,5,5,9,5,10,6,10,7,10,8,7,8,8,6,9,6,6,9,6,8,8,8,10,10,10,9,6,8,5,10,6,6,5,5,8,7.28125
1686,6,8,10,7,5,8,10,6,7,6,9,10,7,6,5,6,5,8,10,9,7,5,10,10,9,10,7,9,7,9,5,6,8,7,6,6,5,10,9,5,5,9,6,8,7,6,6,7.384375
1687,6,7,6,7,5,8,6,6,7,7,7,6,5,10,5,5,5,5,7,6,10,10,8,6,5,8,8,10,6,7,9,10,9,8,5,5,10,8,8,8,5,10,9,10,9,8,7,7.5125
1688,5,8,7,10,10,8,7,9,10,10,10,7,5,10,9,8,10,9,6,9,8,6,8,8,5,7,5,5,7,10,9,7,9,5,7,6,8,6,5,9,9,8,9,5,9,8,7,7.328125
1689,8,9,7,5,5,10,8,5,6,5,9,9,7,10,6,8,7,5,6,7,8,5,5,10,7,9,7,6,8,6,5,9,9,5,10,5,7,5,6,7,6,9,5,5,7,5,9,7.140625
1690,8,6,7,5,7,6,8,9,5,5,7,9,5,7,10,5,5,8,7,8,8,5,8,8,10,10,10,10,10,10,9,8,6,5,8,10,9,8,8,6,6,9,6,10,10,10,5,7.684375
1691,6,8,9,10,5,9,5,7,7,7,7,6,7,10,6,7,5,8,9,5,5,8,6,8,8,8,7,7,10,5,9,7,7,5,8,5,8,5,10,5,7,10,5,6,10,7,9,7.003125
1692,5,6,5,8,5,6,6,8,6,8,6,6,9,6,5,8,5,6,10,9,10,8,6,10,5,6,6,8,6,10,10,8,7,8,10,8,10,6,9,7,8,9,6,9,10,6,7,7.471875
1693,5,8,7,5,8,7,7,7,6,7,8,5,5,7,10,5,7,8,6,10,7,9,5,5,9,10,9,9,5,10,8,7,7,10,7,5,7,10,6,8,10,7,6,5,7,6,6,7.278125
1694,5,5,10,8,6,10,9,8,8,7,7,8,7,5,8,10,10,9,10,5,8,9,9,5,10,8,6,6,10,7,8,8,7,5,7,8,6,5,10,8,7,8,8,5,10,6,10,7.50625
1695,7,8,7,8,9,6,9,10,9,10,10,9,9,8,9,5,6,6,9,8,8,6,5,5,5,10,9,10,9,6,6,9,7,8,10,6,6,7,6,6,6,9,9,8,8,7,5,7.60625
1696,8,10,8,8,6,7,8,7,8,6,7,7,6,7,8,6,8,5,6,6,5,8,7,5,9,8,6,8,7,6,8,8,7,6,8,9,8,6,7,5,6,8,7,8,10,8,7,7.33125
1697,8,6,7,9,6,10,5,8,5,7,8,10,10,8,9,7,10,7,7,5,6,8,10,7,8,7,7,5,9,6,5,9,8,7,9,6,5,6,7,5,9,6,10,6,7,7,7,7.346875
1698,8,6,10,9,5,5,9,8,6,10,7,9,9,8,8,9,9,8,10,9,7,5,8,5,9,10,6,10,6,8,8,9,6,8,6,6,5,9,7,7,10,5,8,8,7,10,10,7.7
1699,9,10,8,8,8,9,9,10,8,10,9,9,6,8,10,5,7,10,7,5,7,10,9,10,9,5,10,7,10,9,5,9,7,10,9,7,9,10,6,10,8,6,8,8,9,10,5,7.8
1700,7,10,9,6,5,6,6,6,8,9,10,10,6,8,7,10,5,7,10,5,8,10,9,5,10,9,7,9,5,9,10,5,10,10,6,6,9,6,10,10,10,6,6,10,6,10,8,7.803125
1701,8,10,6,10,8,7,5,9,6,6,10,10,6,6,7,5,6,9,8,10,5,8,7,6,10,9,10,8,8,9,10,6,6,6,7,10,7,7,7,5,8,5,9,5,5,7,5,7.2625
1702,6,7,5,10,8,5,7,8,5,6,8,5,8,9,7,5,10,7,7,5,6,9,8,5,9,10,9,5,6,8,6,5,8,10,6,8,5,9,7,10,9,8,7,5,7,7,5,6.996875
1703,6,10,6,7,8,8,5,10,10,5,7,5,8,8,10,6,9,8,7,7,8,9,6,7,6,9,6,5,8,6,10,10,5,8,8,6,5,10,10,7,6,6,10,6,6,6,7,7.296875
1704,7,8,6,6,8,8,5,8,10,5,6,7,6,7,10,7,8,6,7,7,8,5,7,9,5,9,5,6,7,8,6,7,9,9,6,9,9,8,7,9,10,10,10,9,6,5,9,7.53125
1705,6,9,10,6,8,5,10,9,6,6,6,6,8,10,5,9,10,8,9,5,6,8,7,9,9,8,7,10,5,6,6,6,6,8,5,9,9,8,6,6,10,6,9,8,9,7,9,7.609375
1706,5,7,9,8,5,8,5,9,10,8,7,6,5,6,9,5,7,5,6,9,8,8,10,5,8,10,9,9,8,8,10,10,6,10,10,5,9,8,6,9,8,7,10,5,8,7,7,7.334375
1707,9,8,10,7,9,7,6,10,9,8,5,7,9,5,9,5,7,6,7,5,8,8,7,9,8,8,9,10,6,8,9,8,5,5,6,9,6,10,6,5,7,6,7,7,9,5,9,7.56875
1708,9,8,7,8,9,10,6,7,5,8,7,5,8,5,5,10,5,8,8,9,7,7,9,10,5,6,9,9,6,10,10,9,10,5,10,7,8,9,9,8,7,5,8,7,8,9,7,7.565625
1709,5,5,6,9,6,7,6,9,5,10,8,7,5,9,9,6,10,8,6,9,8,6,5,9,10,9,6,8,10,8,6,7,9,5,6,8,5,5,10,10,6,6,10,6,6,10,7,7.578125
1710,8,5,8,5,5,7,7,5,8,8,10,5,9,7,7,10,7,6,5,9,10,6,10,6,7,9,10,8,6,5,7,7,10,5,5,5,9,10,8,9,9,10,5,9,7,9,9,7.35
1711,6,5,8,6,9,8,5,9,9,7,10,8,8,10,7,6,10,8,8,9,9,9,10,5,9,6,7,9,7,6,10,6,9,8,9,10,8,8,7,6,6,5,6,6,9,7,5,7.73125
1712,5,9,9,7,7,6,5,6,6,5,10,7,10,5,8,7,8,5,7,10,5,10,6,5,6,6,5,10,8,6,6,8,8,5,9,9,10,5,8,8,5,8,6,6,10,5,8,7.390625
1713,8,9,8,7,7,9,5,7,5,8,5,5,6,6,9,5,9,5,7,10,7,9,9,10,10,7,8,8,8,10,6,9,7,10,9,8,10,9,8,8,9,7,10,10,8,8,9,7.73125
1714,7,6,8,8,8,8,9,7,8,10,6,10,6,5,6,10,5,10,9,9,8,8,8,10,5,10,5,8,7,9,9,6,6,7,7,10,7,9,7,8,6,8,8,5,6,10,9,7.53125
1715,10,5,9,6,7,9,9,10,7,9,10,9,5,10,5,8,7,5,10,10,6,7,9,7,7,5,7,6,5,7,8,6,7,8,10,10,5,6,9,9,10,5,7,6,8,6,8,7.56875
1716,7,8,5,7,9,8,6,6,5,5,9,8,6,6,10,10,9,5,6,5,8,8,10,7,6,7,5,9,7,5,10,8,5,8,8,9,5,10,10,7,10,7,7,5,9,5,5,7.421875
1717,10,9,7,6,9,6,6,10,6,5,7,6,8,5,5,8,10,7,9,9,9,5,6,5,8,6,10,8,10,8,5,9,6,6,6,9,9,7,8,9,5,9,9,9,7,6,8,7.5125
1718,6,8,8,6,6,10,5,7,5,7,5,7,5,10,6,8,9,5,9,6,9,9,6,10,7,5,10,6,5,7,9,5,5,8,10,8,10,7,7,8,6,10,7,10,6,6,9,7.259375
